iter	Passed	Remaining
1669	25729	51304
1670	25741	51283
1671	25753	51260
1672	25765	51237
1673	25777	51216
1674	25789	51194
1675	25801	51172
1676	25813	51150
1677	25826	51129
1678	25838	51107
1679	25850	51086
1680	25864	51066
1681	25878	51048
1682	25891	51029
1683	25904	51009
1684	25916	50987
1685	25928	50964
1686	25940	50942
1687	25952	50921
1688	25964	50899
1689	25976	50877
1690	25988	50855
1691	26000	50833
1692	26012	50811
1693	26025	50790
1694	26037	50769
1695	26050	50748
1696	26062	50727
1697	26074	50705
1698	26087	50684
1699	26098	50661
1700	26110	50640
1701	26123	50619
1702	26134	50596
1703	26146	50575
1704	26159	50554
1705	26171	50532
1706	26184	50512
1707	26196	50491
1708	26208	50469
1709	26220	50447
1710	26231	50424
1711	26243	50401
1712	26254	50379
1713	26265	50355
1714	26277	50332
1715	26288	50310
1716	26300	50288
1717	26313	50267
1718	26325	50247
1719	26338	50226
1720	26350	50206
1721	26363	50185
1722	26375	50163
1723	26386	50141
1724	26399	50119
1725	26410	50097
1726	26422	50075
1727	26434	50054
1728	26447	50033
1729	26459	50012
1730	26472	49994
1731	26485	49973
1732	26497	49952
1733	26509	49931
1734	26521	49909
1735	26533	49888
1736	26546	49867
1737	26558	49846
1738	26570	49824
1739	26581	49802
1740	26593	49780
1741	26606	49760
1742	26620	49744
1743	26634	49725
1744	26647	49705
1745	26660	49686
1746	26677	49675
1747	26689	49653
1748	26701	49632
1749	26713	49611
1750	26725	49589
1751	26737	49568
1752	26752	49552
1753	26764	49530
1754	26776	49508
1755	26787	49487
1756	26800	49467
1757	26812	49446
1758	26824	49424
1759	26836	49403
1760	26848	49382
1761	26861	49363
1762	26874	49343
1763	26887	49324
1764	26899	49302
1765	26912	49284
1766	26925	49264
1767	26937	49244
1768	26950	49223
1769	26962	49202
1770	26975	49182
1771	26988	49164
1772	27000	49143
1773	27012	49122
1774	27024	49100
1775	27036	49079
1776	27048	49058
1777	27061	49038
1778	27073	49018
1779	27085	48996
1780	27097	48975
1781	27108	48954
1782	27120	48932
1783	27132	48911
1784	27144	48891
1785	27157	48870
1786	27168	48848
1787	27179	48826
1788	27192	48805
1789	27204	48784
1790	27215	48762
1791	27226	48740
1792	27238	48718
1793	27249	48696
1794	27261	48675
1795	27272	48653
1796	27284	48632
1797	27297	48612
1798	27308	48591
1799	27320	48569
1800	27332	48549
1801	27345	48530
1802	27358	48511
1803	27370	48490
1804	27382	48470
1805	27394	48449
1806	27409	48432
1807	27423	48414
1808	27436	48397
1809	27450	48379
1810	27462	48358
1811	27477	48343
1812	27489	48322
1813	27503	48305
1814	27514	48283
1815	27528	48266
1816	27540	48245
1817	27555	48230
1818	27567	48208
1819	27581	48192
1820	27600	48183
1821	27613	48164
1822	27629	48150
1823	27643	48133
1824	27656	48114
1825	27670	48096
1826	27682	48077
1827	27695	48057
1828	27707	48037
1829	27719	48017
1830	27731	47997
1831	27746	47980
1832	27758	47959
1833	27770	47939
1834	27782	47919
1835	27795	47899
1836	27806	47878
1837	27818	47858
1838	27830	47837
1839	27842	47816
1840	27855	47797
1841	27866	47775
1842	27878	47755
1843	27891	47736
1844	27903	47715
1845	27916	47696
1846	27928	47676
1847	27940	47655
1848	27952	47635
1849	27967	47620
1850	27979	47599
1851	27995	47585
1852	28007	47565
1853	28022	47549
1854	28035	47531
1855	28048	47512
1856	28062	47495
1857	28074	47476
1858	28088	47459
1859	28100	47437
1860	28115	47422
1861	28126	47401
1862	28142	47387
1863	28155	47368
1864	28171	47354
1865	28185	47338
1866	28197	47318
1867	28213	47303
1868	28224	47283
1869	28237	47263
1870	28249	47243
1871	28261	47223
1872	28274	47204
1873	28286	47184
1874	28298	47164
1875	28309	47143
1876	28322	47122
1877	28333	47101
1878	28344	47080
1879	28357	47061
1880	28370	47042
1881	28382	47022
1882	28394	47001
1883	28406	46981
1884	28421	46967
1885	28436	46951
1886	28447	46930
1887	28459	46910
1888	28473	46893
1889	28485	46873
1890	28498	46853
1891	28510	46833
1892	28522	46814
1893	28536	46797
1894	28549	46778
1895	28560	46757
1896	28574	46741
1897	28589	46725
1898	28612	46722
1899	28627	46708
1900	28642	46692
1901	28655	46675
1902	28668	46655
1903	28681	46637
1904	28695	46620
1905	28709	46603
1906	28720	46582
1907	28732	46562
1908	28749	46550
1909	28761	46530
1910	28775	46512
1911	28787	46494
1912	28800	46475
1913	28813	46457
1914	28827	46439
1915	28840	46421
1916	28851	46400
1917	28866	46385
1918	28879	46365
1919	28892	46348
1920	28904	46328
1921	28919	46313
1922	28932	46294
1923	28947	46280
1924	28961	46263
1925	28974	46244
1926	28988	46227
1927	29001	46209
1928	29016	46194
1929	29028	46174
1930	29044	46161
1931	29059	46145
1932	29071	46126
1933	29085	46110
1934	29098	46091
1935	29114	46077
1936	29127	46058
1937	29141	46043
1938	29154	46024
1939	29166	46004
1940	29179	45986
1941	29192	45967
1942	29205	45949
1943	29217	45930
1944	29230	45911
1945	29241	45891
1946	29254	45872
1947	29266	45853
1948	29278	45833
1949	29290	45813
1950	29302	45793
1951	29315	45774
1952	29327	45755
1953	29339	45736
1954	29354	45720
1955	29365	45700
1956	29381	45686
1957	29394	45668
1958	29410	45654
1959	29423	45636
1960	29439	45622
1961	29453	45606
1962	29465	45586
1963	29479	45570
1964	29491	45550
1965	29506	45535
1966	29518	45515
1967	29533	45501
1968	29547	45484
1969	29564	45471
1970	29583	45463
1971	29600	45451
1972	29616	45437
1973	29633	45425
1974	29647	45408
1975	29661	45393
1976	29675	45375
1977	29687	45357
1978	29700	45338
1979	29714	45322
1980	29726	45303
1981	29742	45289
1982	29755	45270
1983	29768	45253
1984	29780	45233
1985	29793	45215
1986	29806	45196
1987	29819	45179
1988	29832	45161
1989	29846	45144
1990	29858	45125
1991	29873	45110
1992	29886	45092
1993	29901	45076
1994	29914	45059
1995	29928	45042
1996	29942	45025
1997	29955	45008
1998	29970	44993
1999	29982	44973
2000	29997	44958
2001	30009	44939
2002	30024	44923
2003	30036	44904
2004	30050	44888
2005	30064	44871
2006	30076	44852
2007	30088	44833
2008	30101	44815
2009	30113	44796
2010	30125	44776
2011	30136	44756
2012	30148	44736
2013	30160	44717
2014	30172	44697
2015	30185	44678
2016	30197	44659
2017	30208	44639
2018	30221	44620
2019	30236	44606
2020	30250	44589
2021	30263	44572
2022	30276	44553
2023	30290	44537
2024	30302	44518
2025	30315	44500
2026	30327	44481
2027	30341	44464
2028	30352	44444
2029	30367	44428
2030	30378	44408
2031	30393	44393
2032	30406	44376
2033	30421	44360
2034	30436	44345
2035	30451	44331
2036	30464	44313
2037	30475	44293
2038	30487	44273
2039	30499	44254
2040	30512	44235
2041	30523	44216
2042	30536	44198
2043	30549	44179
2044	30562	44162
2045	30577	44147
2046	30590	44130
2047	30603	44112
2048	30615	44093
2049	30627	44073
2050	30640	44055
2051	30653	44037
2052	30664	44017
2053	30677	44000
2054	30692	43984
2055	30705	43967
2056	30716	43947
2057	30732	43933
2058	30744	43913
2059	30758	43898
2060	30770	43878
2061	30783	43861
2062	30795	43841
2063	30808	43824
2064	30821	43806
2065	30833	43787
2066	30846	43770
2067	30858	43750
2068	30871	43733
2069	30882	43712
2070	30895	43695
2071	30907	43675
2072	30919	43656
2073	30930	43636
2074	30942	43617
2075	30955	43600
2076	30967	43581
2077	30980	43563
2078	30991	43543
2079	31003	43523
2080	31014	43504
2081	31025	43483
2082	31036	43463
2083	31047	43443
2084	31059	43423
2085	31071	43404
2086	31081	43383
2087	31093	43363
2088	31104	43343
2089	31116	43324
2090	31127	43304
2091	31139	43286
2092	31152	43267
2093	31164	43249
2094	31176	43230
2095	31189	43212
2096	31201	43194
2097	31214	43176
2098	31226	43157
2099	31238	43139
2100	31250	43120
2101	31263	43102
2102	31275	43084
2103	31289	43067
2104	31301	43048
2105	31315	43032
2106	31328	43014
2107	31342	42999
2108	31353	42979
2109	31367	42963
2110	31379	42944
2111	31390	42923
2112	31401	42904
2113	31413	42884
2114	31423	42864
2115	31435	42845
2116	31447	42826
2117	31460	42808
2118	31471	42788
2119	31482	42768
2120	31493	42748
2121	31504	42728
2122	31517	42710
2123	31530	42694
2124	31542	42675
2125	31555	42657
2126	31568	42639
2127	31580	42621
2128	31592	42602
2129	31603	42582
2130	31615	42564
2131	31627	42546
2132	31639	42527
2133	31651	42508
2134	31663	42489
2135	31674	42469
2136	31686	42451
2137	31698	42432
2138	31710	42413
2139	31724	42397
2140	31735	42378
2141	31746	42358
2142	31758	42339
2143	31771	42321
2144	31782	42303
2145	31794	42284
2146	31806	42265
2147	31818	42246
2148	31832	42230
2149	31845	42213
2150	31860	42198
2151	31872	42180
2152	31884	42162
2153	31896	42143
2154	31909	42126
2155	31923	42110
2156	31936	42093
2157	31950	42077
2158	31962	42058
2159	31976	42043
2160	31989	42025
2161	32003	42010
2162	32015	41991
2163	32029	41976
2164	32041	41957
2165	32055	41941
2166	32067	41922
2167	32079	41904
2168	32091	41886
2169	32103	41867
2170	32115	41849
2171	32127	41830
2172	32139	41812
2173	32151	41793
2174	32163	41775
2175	32175	41756
2176	32187	41738
2177	32201	41723
2178	32214	41706
2179	32228	41689
2180	32242	41674
2181	32255	41656
2182	32269	41641
2183	32280	41622
2184	32294	41606
2185	32306	41587
2186	32320	41571
2187	32331	41552
2188	32345	41536
2189	32357	41517
2190	32372	41503
2191	32383	41484
2192	32397	41468
2193	32411	41451
2194	32424	41435
2195	32436	41416
2196	32448	41398
2197	32461	41381
2198	32473	41364
2199	32487	41347
2200	32503	41334
2201	32516	41318
2202	32530	41301
2203	32543	41284
2204	32558	41270
2205	32572	41254
2206	32587	41239
2207	32599	41221
2208	32613	41206
2209	32625	41187
2210	32640	41173
2211	32652	41154
2212	32666	41139
2213	32677	41120
2214	32691	41104
2215	32706	41089
2216	32718	41071
2217	32733	41056
2218	32745	41038
2219	32759	41023
2220	32771	41004
2221	32785	40989
2222	32797	40971
2223	32812	40956
2224	32823	40937
2225	32838	40922
2226	32850	40904
2227	32862	40886
2228	32875	40869
2229	32887	40851
2230	32899	40833
2231	32911	40815
2232	32923	40796
2233	32935	40778
2234	32948	40761
2235	32961	40744
2236	32974	40727
2237	32987	40710
2238	33001	40695
2239	33013	40676
2240	33027	40661
2241	33039	40643
2242	33054	40629
2243	33066	40610
2244	33080	40595
2245	33098	40584
2246	33119	40577
2247	33148	40579
2248	33167	40570
2249	33204	40582
2250	33225	40575
2251	33245	40567
2252	33263	40556
2253	33286	40552
2254	33306	40544
2255	33325	40533
2256	33351	40532
2257	33380	40535
2258	33412	40541
2259	33457	40564
2260	33518	40604
2261	33557	40619
2262	33592	40628
2263	33629	40640
2264	33684	40673
2265	33712	40675
2266	33738	40673
2267	33769	40678
2268	33794	40675
2269	33832	40688
2270	33862	40692
2271	33897	40701
2272	33928	40705
2273	33959	40709
2274	33976	40697
2275	33990	40680
2276	34003	40663
2277	34016	40646
2278	34029	40628
2279	34044	40614
2280	34063	40604
2281	34084	40596
2282	34097	40579
2283	34110	40562
2284	34124	40546
2285	34137	40529
2286	34150	40512
2287	34165	40497
2288	34179	40480
2289	34195	40466
2290	34210	40451
2291	34224	40436
2292	34238	40420
2293	34252	40403
2294	34265	40386
2295	34278	40369
2296	34290	40351
2297	34303	40334
2298	34316	40316
2299	34329	40299
2300	34342	40282
2301	34355	40265
2302	34369	40249
2303	34381	40231
2304	34394	40213
2305	34407	40196
2306	34419	40178
2307	34431	40160
2308	34444	40143
2309	34457	40126
2310	34472	40111
2311	34487	40096
2312	34501	40080
2313	34515	40063
2314	34530	40049
2315	34546	40035
2316	34560	40019
2317	34572	40001
2318	34584	39983
2319	34597	39965
2320	34610	39948
2321	34622	39930
2322	34634	39912
2323	34647	39894
2324	34658	39876
2325	34670	39857
2326	34682	39839
2327	34698	39825
2328	34710	39807
2329	34722	39789
2330	34734	39770
2331	34746	39753
2332	34758	39734
2333	34770	39716
2334	34781	39697
2335	34793	39679
2336	34805	39661
2337	34817	39642
2338	34828	39623
2339	34841	39605
2340	34853	39588
2341	34865	39569
2342	34877	39551
2343	34888	39532
2344	34901	39514
2345	34912	39496
2346	34924	39478
2347	34936	39460
2348	34948	39441
2349	34961	39424
2350	34972	39405
2351	34984	39387
2352	34995	39368
2353	35007	39350
2354	35018	39331
2355	35030	39312
2356	35041	39293
2357	35052	39274
2358	35064	39256
2359	35075	39236
2360	35087	39218
2361	35098	39199
2362	35112	39183
2363	35124	39166
2364	35139	39151
2365	35153	39135
2366	35169	39121
2367	35181	39103
2368	35194	39087
2369	35206	39068
2370	35220	39053
2371	35232	39034
2372	35245	39018
2373	35256	38999
2374	35270	38983
2375	35282	38965
2376	35296	38949
2377	35311	38934
2378	35322	38915
2379	35336	38900
2380	35348	38881
2381	35360	38864
2382	35372	38846
2383	35384	38828
2384	35396	38810
2385	35408	38792
2386	35419	38773
2387	35431	38755
2388	35443	38737
2389	35455	38719
2390	35467	38701
2391	35479	38683
2392	35491	38665
2393	35503	38647
2394	35514	38628
2395	35526	38610
2396	35539	38593
2397	35551	38575
2398	35563	38557
2399	35574	38539
2400	35586	38521
2401	35597	38502
2402	35610	38484
2403	35621	38466
2404	35632	38447
2405	35644	38429
2406	35655	38411
2407	35667	38392
2408	35682	38377
2409	35694	38359
2410	35705	38341
2411	35716	38322
2412	35729	38305
2413	35740	38286
2414	35752	38268
2415	35763	38249
2416	35774	38231
2417	35785	38213
2418	35797	38195
2419	35808	38176
2420	35819	38157
2421	35830	38138
2422	35841	38119
2423	35852	38101
2424	35863	38082
2425	35875	38063
2426	35886	38045
2427	35897	38026
2428	35908	38007
2429	35918	37988
2430	35929	37969
2431	35940	37950
2432	35951	37931
2433	35962	37913
2434	35973	37894
2435	35984	37875
2436	35995	37856
2437	36006	37837
2438	36017	37818
2439	36028	37800
2440	36039	37781
2441	36050	37763
2442	36060	37743
2443	36071	37724
2444	36082	37706
2445	36093	37687
2446	36104	37668
2447	36115	37650
2448	36127	37631
2449	36138	37613
2450	36148	37594
2451	36159	37575
2452	36170	37556
2453	36180	37536
2454	36191	37518
2455	36202	37499
2456	36213	37480
2457	36224	37462
2458	36234	37442
2459	36245	37424
2460	36256	37405
2461	36267	37386
2462	36278	37368
2463	36288	37349
2464	36300	37331
2465	36313	37314
2466	36324	37295
2467	36335	37277
2468	36347	37260
2469	36358	37241
2470	36369	37223
2471	36380	37205
2472	36392	37187
2473	36404	37169
2474	36416	37152
2475	36430	37136
2476	36443	37119
2477	36456	37103
2478	36469	37087
2479	36482	37070
2480	36493	37052
2481	36505	37034
2482	36516	37016
2483	36527	36998
2484	36539	36980
2485	36551	36963
2486	36563	36945
2487	36575	36928
2488	36588	36911
2489	36600	36894
2490	36611	36876
2491	36622	36858
2492	36634	36840
2493	36646	36822
2494	36657	36804
2495	36670	36787
2496	36681	36769
2497	36692	36751
2498	36704	36734
2499	36716	36716
2500	36727	36698
2501	36739	36680
2502	36752	36663
2503	36763	36645
2504	36775	36628
2505	36786	36609
2506	36797	36591
2507	36808	36573
2508	36819	36555
2509	36831	36537
2510	36842	36519
2511	36854	36502
2512	36866	36484
2513	36878	36467
2514	36889	36449
2515	36901	36431
2516	36912	36413
2517	36924	36396
2518	36936	36379
2519	36948	36361
2520	36959	36344
2521	36971	36326
2522	36982	36308
2523	36994	36290
2524	37005	36272
2525	37015	36253
2526	37027	36235
2527	37038	36218
2528	37053	36204
2529	37068	36189
2530	37081	36173
2531	37093	36155
2532	37105	36138
2533	37116	36120
2534	37127	36102
2535	37138	36084
2536	37149	36066
2537	37161	36048
2538	37172	36030
2539	37183	36012
2540	37194	35994
2541	37205	35976
2542	37217	35958
2543	37227	35939
2544	37238	35921
2545	37251	35905
2546	37263	35887
2547	37275	35871
2548	37288	35855
2549	37300	35838
2550	37313	35821
2551	37325	35804
2552	37338	35788
2553	37351	35771
2554	37364	35755
2555	37377	35739
2556	37392	35725
2557	37405	35709
2558	37421	35696
2559	37434	35679
2560	37448	35664
2561	37461	35647
2562	37474	35632
2563	37486	35615
2564	37499	35599
2565	37511	35581
2566	37524	35565
2567	37538	35550
2568	37551	35534
2569	37566	35519
2570	37579	35504
2571	37593	35488
2572	37606	35472
2573	37619	35456
2574	37631	35438
2575	37643	35422
2576	37656	35405
2577	37670	35390
2578	37682	35374
2579	37694	35356
2580	37705	35339
2581	37717	35321
2582	37729	35304
2583	37741	35288
2584	37753	35270
2585	37765	35253
2586	37778	35237
2587	37790	35220
2588	37802	35203
2589	37813	35185
2590	37825	35168
2591	37838	35152
2592	37850	35135
2593	37861	35117
2594	37872	35099
2595	37883	35081
2596	37894	35064
2597	37905	35046
2598	37916	35027
2599	37927	35009
2600	37938	34991
2601	37949	34974
2602	37960	34956
2603	37971	34938
2604	37982	34920
2605	37993	34902
2606	38004	34884
2607	38014	34866
2608	38025	34848
2609	38036	34830
2610	38051	34816
2611	38063	34799
2612	38074	34781
2613	38087	34765
2614	38098	34747
2615	38111	34731
2616	38121	34713
2617	38134	34696
2618	38145	34678
2619	38157	34661
2620	38167	34643
2621	38180	34627
2622	38191	34609
2623	38203	34592
2624	38215	34575
2625	38227	34559
2626	38239	34542
2627	38252	34526
2628	38264	34509
2629	38277	34493
2630	38289	34476
2631	38303	34461
2632	38314	34443
2633	38326	34427
2634	38339	34410
2635	38352	34395
2636	38364	34377
2637	38377	34362
2638	38393	34348
2639	38408	34334
2640	38423	34320
2641	38438	34306
2642	38454	34293
2643	38465	34275
2644	38478	34259
2645	38490	34243
2646	38504	34227
2647	38516	34211
2648	38529	34195
2649	38541	34178
2650	38554	34162
2651	38567	34146
2652	38580	34130
2653	38593	34114
2654	38607	34099
2655	38623	34086
2656	38636	34070
2657	38650	34055
2658	38664	34040
2659	38677	34024
2660	38689	34007
2661	38702	33991
2662	38714	33975
2663	38726	33958
2664	38739	33942
2665	38751	33925
2666	38764	33909
2667	38781	33897
2668	38802	33888
2669	38819	33875
2670	38830	33858
2671	38843	33842
2672	38855	33825
2673	38867	33808
2674	38879	33792
2675	38891	33775
2676	38902	33758
2677	38914	33741
2678	38926	33724
2679	38937	33706
2680	38949	33689
2681	38960	33673
2682	38972	33656
2683	38984	33639
2684	38995	33621
2685	39006	33604
2686	39018	33587
2687	39030	33570
2688	39042	33554
2689	39054	33537
2690	39065	33520
2691	39077	33503
2692	39091	33487
2693	39103	33471
2694	39115	33454
2695	39126	33437
2696	39139	33421
2697	39150	33404
2698	39163	33388
2699	39178	33374
2700	39192	33359
2701	39204	33342
2702	39216	33326
2703	39230	33311
2704	39249	33300
2705	39275	33295
2706	39288	33279
2707	39300	33263
2708	39312	33246
2709	39323	33229
2710	39335	33212
2711	39346	33194
2712	39358	33178
2713	39373	33163
2714	39385	33147
2715	39399	33132
2716	39414	33118
2717	39426	33102
2718	39438	33085
2719	39449	33068
2720	39461	33051
2721	39473	33034
2722	39484	33017
2723	39495	33000
2724	39506	32982
2725	39517	32965
2726	39529	32948
2727	39540	32931
2728	39553	32915
2729	39564	32898
2730	39576	32881
2731	39587	32864
2732	39599	32847
2733	39610	32830
2734	39621	32813
2735	39634	32797
2736	39647	32781
2737	39662	32766
2738	39674	32750
2739	39685	32733
2740	39697	32717
2741	39709	32700
2742	39721	32683
2743	39732	32666
2744	39743	32649
2745	39755	32632
2746	39766	32615
2747	39778	32598
2748	39789	32581
2749	39799	32563
2750	39810	32545
2751	39821	32528
2752	39832	32511
2753	39844	32494
2754	39855	32477
2755	39866	32460
2756	39877	32442
2757	39889	32426
2758	39899	32408
2759	39910	32391
2760	39921	32374
2761	39933	32357
2762	39943	32339
2763	39954	32321
2764	39965	32304
2765	39976	32287
2766	39987	32270
2767	39998	32253
2768	40009	32236
2769	40020	32219
2770	40031	32201
2771	40041	32183
2772	40052	32166
2773	40064	32149
2774	40074	32132
2775	40085	32114
2776	40097	32098
2777	40108	32080
2778	40118	32063
2779	40130	32046
2780	40141	32029
2781	40152	32012
2782	40163	31994
2783	40173	31977
2784	40184	31960
2785	40196	31943
2786	40207	31926
2787	40218	31909
2788	40229	31892
2789	40241	31875
2790	40252	31858
2791	40264	31842
2792	40276	31825
2793	40287	31808
2794	40298	31791
2795	40309	31774
2796	40320	31757
2797	40332	31741
2798	40346	31726
2799	40359	31710
2800	40372	31695
2801	40385	31679
2802	40398	31664
2803	40410	31648
2804	40421	31631
2805	40433	31614
2806	40444	31597
2807	40456	31581
2808	40468	31565
2809	40480	31548
2810	40491	31531
2811	40503	31515
2812	40515	31499
2813	40526	31482
2814	40538	31466
2815	40550	31449
2816	40561	31432
2817	40573	31416
2818	40585	31400
2819	40596	31383
2820	40607	31365
2821	40619	31349
2822	40630	31332
2823	40643	31317
2824	40656	31301
2825	40668	31285
2826	40679	31268
2827	40690	31251
2828	40702	31235
2829	40713	31218
2830	40724	31201
2831	40736	31185
2832	40747	31168
2833	40759	31152
2834	40771	31135
2835	40782	31118
2836	40793	31101
2837	40805	31085
2838	40817	31069
2839	40828	31052
2840	40839	31035
2841	40850	31018
2842	40860	31001
2843	40872	30984
2844	40883	30967
2845	40893	30950
2846	40905	30933
2847	40915	30916
2848	40925	30898
2849	40936	30881
2850	40946	30864
2851	40957	30847
2852	40968	30830
2853	40979	30813
2854	40989	30796
2855	41000	30779
2856	41011	30762
2857	41021	30744
2858	41032	30727
2859	41043	30710
2860	41054	30693
2861	41065	30677
2862	41076	30660
2863	41089	30645
2864	41100	30627
2865	41111	30611
2866	41121	30593
2867	41132	30576
2868	41143	30560
2869	41155	30543
2870	41165	30526
2871	41177	30510
2872	41188	30493
2873	41199	30476
2874	41210	30459
2875	41221	30442
2876	41232	30426
2877	41242	30409
2878	41254	30392
2879	41265	30375
2880	41276	30358
2881	41287	30342
2882	41298	30325
2883	41309	30308
2884	41321	30293
2885	41333	30277
2886	41345	30260
2887	41356	30243
2888	41367	30227
2889	41379	30211
2890	41390	30194
2891	41400	30177
2892	41411	30160
2893	41422	30143
2894	41433	30126
2895	41443	30109
2896	41455	30093
2897	41466	30076
2898	41477	30060
2899	41488	30043
2900	41499	30026
2901	41510	30009
2902	41520	29992
2903	41531	29975
2904	41542	29958
2905	41552	29942
2906	41563	29925
2907	41574	29908
2908	41585	29892
2909	41596	29875
2910	41607	29858
2911	41617	29841
2912	41628	29824
2913	41641	29809
2914	41652	29792
2915	41664	29776
2916	41675	29759
2917	41689	29745
2918	41703	29731
2919	41714	29714
2920	41725	29697
2921	41736	29681
2922	41747	29664
2923	41758	29647
2924	41769	29631
2925	41780	29614
2926	41791	29597
2927	41801	29581
2928	41813	29564
2929	41823	29547
2930	41835	29531
2931	41845	29514
2932	41856	29497
2933	41866	29480
2934	41877	29463
2935	41888	29447
2936	41899	29430
2937	41910	29414
2938	41921	29397
2939	41932	29381
2940	41943	29364
2941	41954	29348
2942	41966	29332
2943	41976	29315
2944	41988	29298
2945	41998	29282
2946	42009	29265
2947	42020	29248
2948	42030	29231
2949	42041	29215
2950	42053	29199
2951	42064	29182
2952	42074	29165
2953	42085	29149
2954	42095	29132
2955	42106	29115
2956	42117	29098
2957	42127	29082
2958	42138	29065
2959	42149	29048
2960	42160	29032
2961	42171	29016
2962	42182	28999
2963	42193	28983
2964	42204	28966
2965	42215	28950
2966	42226	28933
2967	42238	28917
2968	42250	28901
2969	42261	28886
2970	42273	28870
2971	42285	28854
2972	42297	28838
2973	42311	28824
2974	42323	28808
2975	42335	28792
2976	42347	28777
2977	42359	28761
2978	42371	28745
2979	42383	28729
2980	42394	28713
2981	42406	28697
2982	42418	28681
2983	42429	28665
2984	42440	28649
2985	42452	28633
2986	42464	28617
2987	42476	28601
2988	42487	28585
2989	42499	28569
2990	42511	28554
2991	42522	28537
2992	42535	28522
2993	42546	28506
2994	42558	28490
2995	42569	28474
2996	42581	28458
2997	42593	28443
2998	42605	28427
2999	42616	28411
3000	42630	28396
3001	42642	28380
3002	42653	28364
3003	42665	28348
3004	42677	28333
3005	42689	28317
3006	42700	28301
3007	42712	28285
3008	42724	28269
3009	42735	28253
3010	42746	28237
3011	42757	28221
3012	42769	28205
3013	42780	28189
3014	42791	28173
3015	42803	28157
3016	42814	28140
3017	42825	28124
3018	42837	28108
3019	42848	28092
3020	42859	28076
3021	42870	28060
3022	42881	28043
3023	42892	28027
3024	42903	28011
3025	42913	27994
3026	42924	27978
3027	42935	27961
3028	42945	27945
3029	42956	27928
3030	42968	27913
3031	42978	27896
3032	42989	27879
3033	42999	27863
3034	43010	27846
3035	43020	27830
3036	43031	27813
3037	43041	27797
3038	43052	27780
3039	43063	27764
3040	43074	27748
3041	43085	27732
3042	43096	27715
3043	43106	27699
3044	43117	27683
3045	43128	27666
3046	43139	27650
3047	43150	27634
3048	43161	27618
3049	43173	27602
3050	43184	27586
3051	43196	27570
3052	43207	27554
3053	43217	27538
3054	43229	27522
3055	43240	27506
3056	43252	27490
3057	43263	27475
3058	43274	27458
3059	43287	27443
3060	43298	27427
3061	43310	27411
3062	43322	27396
3063	43334	27380
3064	43345	27364
3065	43355	27348
3066	43366	27332
3067	43377	27315
3068	43388	27299
3069	43399	27283
3070	43410	27267
3071	43421	27251
3072	43431	27235
3073	43442	27218
3074	43453	27202
3075	43464	27186
3076	43474	27170
3077	43485	27153
3078	43496	27137
3079	43507	27121
3080	43518	27105
3081	43528	27088
3082	43539	27072
3083	43550	27056
3084	43561	27040
3085	43572	27024
3086	43584	27008
3087	43595	26992
3088	43605	26976
3089	43618	26961
3090	43629	26945
3091	43640	26929
3092	43652	26913
3093	43662	26897
3094	43674	26881
3095	43684	26865
3096	43695	26849
3097	43706	26833
3098	43718	26817
3099	43729	26802
3100	43741	26786
3101	43751	26770
3102	43762	26754
3103	43773	26737
3104	43783	26721
3105	43794	26705
3106	43804	26688
3107	43815	26672
3108	43826	26657
3109	43837	26640
3110	43848	26624
3111	43858	26608
3112	43869	26592
3113	43880	26576
3114	43891	26560
3115	43902	26544
3116	43912	26527
3117	43923	26511
3118	43933	26495
3119	43944	26479
3120	43955	26463
3121	43966	26447
3122	43977	26431
3123	43988	26415
3124	43998	26399
3125	44009	26383
3126	44020	26367
3127	44031	26351
3128	44042	26335
3129	44053	26319
3130	44063	26303
3131	44074	26286
3132	44085	26270
3133	44095	26254
3134	44105	26238
3135	44116	26222
3136	44127	26206
3137	44138	26190
3138	44149	26174
3139	44159	26158
3140	44170	26142
3141	44181	26126
3142	44194	26111
3143	44205	26095
3144	44215	26079
3145	44226	26063
3146	44238	26048
3147	44248	26031
3148	44261	26017
3149	44275	26003
3150	44287	25988
3151	44300	25973
3152	44312	25958
3153	44324	25942
3154	44336	25927
3155	44347	25911
3156	44358	25895
3157	44369	25879
3158	44381	25864
3159	44392	25848
3160	44404	25833
3161	44415	25817
3162	44427	25802
3163	44440	25788
3164	44452	25772
3165	44464	25757
3166	44476	25741
3167	44487	25726
3168	44499	25711
3169	44511	25696
3170	44523	25680
3171	44535	25665
3172	44548	25650
3173	44559	25635
3174	44571	25619
3175	44581	25603
3176	44593	25588
3177	44605	25573
3178	44619	25558
3179	44631	25543
3180	44643	25528
3181	44654	25513
3182	44666	25497
3183	44678	25482
3184	44689	25466
3185	44699	25450
3186	44710	25434
3187	44722	25419
3188	44734	25404
3189	44745	25388
3190	44756	25372
3191	44766	25356
3192	44777	25340
3193	44788	25325
3194	44799	25309
3195	44810	25293
3196	44821	25277
3197	44833	25262
3198	44843	25246
3199	44854	25230
3200	44864	25214
3201	44875	25198
3202	44886	25182
3203	44897	25167
3204	44908	25151
3205	44920	25136
3206	44931	25120
3207	44942	25104
3208	44952	25088
3209	44963	25073
3210	44974	25057
3211	44984	25041
3212	44995	25025
3213	45005	25009
3214	45016	24993
3215	45027	24977
3216	45037	24961
3217	45048	24945
3218	45058	24929
3219	45069	24914
3220	45080	24898
3221	45091	24882
3222	45102	24867
